sales_person,country,product,date,amount,boxes_shipped
Kaine Padly,Usa,50% Dark Bites,2023-08-03,70.6,27
Marney O'Breen,New Zealand,Peanut Butter Cubes,2023-08-03,8549.84,169
Dennison Crosswaite,Uk,White Choc,2023-08-03,7870.09,274
Rafaelita Blaksland,Australia,Manuka Honey Choco,2023-08-03,4806.65,132
Jan Morforth,India,Smooth Sliky Salty,2023-08-03,11867.83,95
Dotty Strutley,Canada,Raspberry Choco,2023-08-03,4849.3,248
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,8062.0,20
Beverie Moffet,New Zealand,Baker'S Choco Chips,2023-08-03,1452.61,142
Kaine Padly,Uk,Choco Coated Almonds,2023-08-03,8054.87,118
Gunar Cockshoot,Canada,After Nines,2023-08-04,3125.34,191
Husein Augar,New Zealand,After Nines,2023-08-04,7231.89,8
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,2283.39,155
Beverie Moffet,Australia,Baker'S Choco Chips,2023-08-04,3482.73,108
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252
Ches Bonnell,Canada,Spicy Special Slims,2023-08-05,5859.21,193
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,4451.38,71
Husein Augar,Usa,85% Dark Bars,2023-08-08,398.28,52
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176
Brien Boise,Canada,Manuka Honey Choco,2023-08-09,7442.69,179
Dotty Strutley,Usa,99% Dark & Pure,2023-08-09,4185.0,315
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201
Andria Kimpton,Australia,Baker'S Choco Chips,2023-08-09,344.82,118
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,7772.63,140
Gunar Cockshoot,India,50% Dark Bites,2023-08-09,14456.14,79
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,1161.31,181
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137
Dotty Strutley,Uk,Caramel Stuffed Bars,2023-08-10,6180.45,230
Gunar Cockshoot,Usa,Organic Choco Syrup,2023-08-10,2494.19,315
Dotty Strutley,Usa,Manuka Honey Choco,2023-08-10,299.71,207
Beverie Moffet,Uk,99% Dark & Pure,2023-08-10,3701.6,131
Dennison Crosswaite,Canada,Spicy Special Slims,2023-08-10,2634.13,234
Karlen Mccaffrey,Australia,After Nines,2023-08-11,2483.32,65
Gunar Cockshoot,Uk,Raspberry Choco,2023-08-11,7055.38,334
Dennison Crosswaite,Usa,Baker'S Choco Chips,2023-08-11,18494.72,298
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,731.19,69
Andria Kimpton,Canada,Eclairs,2023-08-11,339.99,124
Madelene Upcott,Uk,Peanut Butter Cubes,2023-08-12,7916.13,84
Dotty Strutley,India,Spicy Special Slims,2023-08-12,1001.99,217
Kaine Padly,Canada,Almond Choco,2023-08-12,6865.35,75
Kelci Walkden,Uk,99% Dark & Pure,2023-08-12,3927.83,123
Jan Morforth,India,Choco Coated Almonds,2023-08-12,2669.61,143
Oby Sorrel,Usa,Baker'S Choco Chips,2023-08-12,9154.17,123
Karlen Mccaffrey,Canada,Peanut Butter Cubes,2023-08-12,3473.62,170
Karlen Mccaffrey,Usa,Eclairs,2023-08-15,991.46,133
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54
Gunar Cockshoot,Usa,After Nines,2023-08-15,4264.49,252
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395
Dotty Strutley,India,White Choc,2023-08-15,12331.35,337
Rafaelita Blaksland,Usa,White Choc,2023-08-16,5025.84,133
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120
Roddy Speechley,Uk,Peanut Butter Cubes,2023-08-17,6052.07,173
Kelci Walkden,Usa,99% Dark & Pure,2023-08-18,8250.66,258
Jan Morforth,Uk,Manuka Honey Choco,2023-08-18,3558.89,231
Camilla Castle,Usa,White Choc,2023-08-18,10898.19,24
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237
Beverie Moffet,Usa,Peanut Butter Cubes,2023-08-18,13951.32,329
Barr Faughny,India,Baker'S Choco Chips,2023-08-18,7454.25,148
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,5895.88,7
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,311.61,204
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,12382.41,245
Husein Augar,Australia,50% Dark Bites,2023-08-19,14953.43,51
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52
Rafaelita Blaksland,Australia,Baker'S Choco Chips,2023-08-22,2820.41,50
Brien Boise,Usa,Manuka Honey Choco,2023-08-22,2069.48,8
Madelene Upcott,Usa,Baker'S Choco Chips,2023-08-22,6067.19,151
Barr Faughny,Uk,Raspberry Choco,2023-08-22,6323.45,70
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229
Husein Augar,India,Spicy Special Slims,2023-08-22,2514.82,32
Kaine Padly,Usa,Eclairs,2023-08-22,7799.51,10
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328
Andria Kimpton,Australia,85% Dark Bars,2023-08-23,4496.32,240
Karlen Mccaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60
Camilla Castle,Australia,Raspberry Choco,2023-08-23,6984.06,174
Beverie Moffet,Usa,85% Dark Bars,2023-08-23,13156.49,360
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192
Jehu Rudeforth,Uk,Smooth Sliky Salty,2023-08-24,1640.53,119
Ches Bonnell,Canada,Choco Coated Almonds,2023-08-24,16254.61,268
Kelci Walkden,Australia,White Choc,2023-08-24,8879.72,177
Rafaelita Blaksland,New Zealand,70% Dark Bites,2023-08-24,773.73,280
Madelene Upcott,India,Mint Chip Choco,2023-08-24,4090.16,75
Andria Kimpton,Uk,50% Dark Bites,2023-08-24,2854.85,337
Karlen Mccaffrey,Usa,White Choc,2023-08-24,5209.4,2
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,727.11,50
Curtice Advani,Usa,Mint Chip Choco,2023-08-24,5188.89,293
Oby Sorrel,India,Eclairs,2023-08-25,5973.24,337
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251
Barr Faughny,Usa,85% Dark Bars,2023-08-25,14566.22,45
Marney O'Breen,New Zealand,Fruit & Nut Bars,2023-08-25,10100.95,4
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23
Husein Augar,Uk,Spicy Special Slims,2023-08-25,5068.99,45
Van Tuxwell,Uk,Organic Choco Syrup,2023-08-26,2064.71,208
Mallorie Waber,Australia,85% Dark Bars,2023-08-26,2714.76,52
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45
Wilone O'Kielt,Uk,Milk Bars,2023-08-26,305.39,62
Madelene Upcott,Uk,Raspberry Choco,2023-08-26,7361.93,344
Husein Augar,Uk,Eclairs,2023-08-30,1912.66,253
Beverie Moffet,New Zealand,85% Dark Bars,2023-08-30,12205.52,23
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99
Kaine Padly,India,Spicy Special Slims,2023-08-31,5674.7,147
Marney O'Breen,Australia,Smooth Sliky Salty,2024-01-03,4059.92,179
Marney O'Breen,Canada,Spicy Special Slims,2024-01-03,3939.95,365
Dotty Strutley,Uk,99% Dark & Pure,2024-01-03,10378.36,301
Ches Bonnell,Uk,White Choc,2024-01-03,3814.56,220
Camilla Castle,Uk,White Choc,2024-01-03,11946.4,192
Andria Kimpton,Canada,Caramel Stuffed Bars,2024-01-03,7560.62,336
Dotty Strutley,Usa,Raspberry Choco,2024-01-03,3762.58,49
Rafaelita Blaksland,India,Spicy Special Slims,2024-01-04,8972.79,134
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,427.36,249
Wilone O'Kielt,Australia,Smooth Sliky Salty,2024-01-04,2587.61,44
Jehu Rudeforth,Usa,99% Dark & Pure,2024-01-04,2996.83,227
Barr Faughny,India,Caramel Stuffed Bars,2024-01-04,7912.62,106
Dotty Strutley,New Zealand,Choco Coated Almonds,2024-01-04,6524.65,369
Andria Kimpton,Canada,Organic Choco Syrup,2024-01-04,9479.63,217
Ches Bonnell,Usa,Choco Coated Almonds,2024-01-04,15629.82,89
Jehu Rudeforth,Uk,Mint Chip Choco,2024-01-04,6339.57,187
Jan Morforth,India,Peanut Butter Cubes,2024-01-04,8813.58,182
Gunar Cockshoot,Canada,50% Dark Bites,2024-01-04,3615.98,24
Brien Boise,Australia,Baker'S Choco Chips,2024-01-04,14957.65,206
Jan Morforth,India,Eclairs,2024-01-05,2788.6,27
Madelene Upcott,Australia,Fruit & Nut Bars,2024-01-05,6105.6,90
Karlen Mccaffrey,Australia,White Choc,2024-01-05,8857.15,50
Madelene Upcott,Uk,Fruit & Nut Bars,2024-01-05,9099.26,199
Gunar Cockshoot,New Zealand,Almond Choco,2024-01-05,6015.37,136
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,2620.66,34
Curtice Advani,Australia,99% Dark & Pure,2024-01-07,5196.97,87
Kelci Walkden,India,After Nines,2024-01-07,1855.03,563
Brien Boise,Uk,Peanut Butter Cubes,2024-01-10,17346.79,32
Van Tuxwell,Australia,70% Dark Bites,2024-01-10,8260.58,108
Curtice Advani,New Zealand,Spicy Special Slims,2024-01-10,4651.03,494
Gigi Bohling,Uk,Almond Choco,2024-01-10,6031.14,9
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95
Ches Bonnell,Canada,Eclairs,2024-01-10,2048.58,170
Roddy Speechley,Canada,Organic Choco Syrup,2024-01-10,4790.71,86
Marney O'Breen,India,Peanut Butter Cubes,2024-01-10,7803.84,157
Mallorie Waber,Uk,Milk Bars,2024-01-10,3951.74,287
Dennison Crosswaite,Canada,Drinking Coco,2024-01-10,3010.07,24
Dennison Crosswaite,New Zealand,Drinking Coco,2024-01-11,4324.48,202
Dennison Crosswaite,Australia,Baker'S Choco Chips,2024-01-11,16435.38,425
Beverie Moffet,Canada,Baker'S Choco Chips,2024-01-11,15305.32,91
Barr Faughny,India,Mint Chip Choco,2024-01-12,7899.01,461
Ches Bonnell,Australia,70% Dark Bites,2024-01-12,3609.76,122
Kaine Padly,Australia,Manuka Honey Choco,2024-01-12,2996.99,280
Jan Morforth,Uk,50% Dark Bites,2024-01-12,6301.56,287
Oby Sorrel,New Zealand,Milk Bars,2024-01-12,5074.86,201
Brien Boise,Usa,Raspberry Choco,2024-01-12,807.26,198
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,1284.37,560
Brien Boise,India,Almond Choco,2024-01-13,2303.17,225
Husein Augar,Uk,White Choc,2024-01-13,12782.63,158
Gunar Cockshoot,Uk,50% Dark Bites,2024-01-13,2498.04,129
Barr Faughny,New Zealand,Almond Choco,2024-01-13,6426.04,132
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,5573.57,372
Marney O'Breen,India,Eclairs,2024-01-13,4067.36,94
Jehu Rudeforth,Canada,Spicy Special Slims,2024-01-13,2189.7,29
Kelci Walkden,Canada,After Nines,2024-01-13,19449.02,204
Dennison Crosswaite,Canada,Choco Coated Almonds,2024-01-13,11691.86,128
Mallorie Waber,Canada,Eclairs,2024-01-13,1671.64,277
Marney O'Breen,Australia,Baker'S Choco Chips,2024-01-13,6224.33,100
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274
Van Tuxwell,Usa,50% Dark Bites,2024-01-13,10772.33,156
Van Tuxwell,Australia,Mint Chip Choco,2024-01-13,2924.06,295
Rafaelita Blaksland,Uk,Smooth Sliky Salty,2024-01-13,5287.86,67
Marney O'Breen,Uk,99% Dark & Pure,2024-01-13,8551.6,208
Oby Sorrel,Canada,Fruit & Nut Bars,2024-01-14,2187.5,159
Gunar Cockshoot,Australia,Drinking Coco,2024-01-14,2456.77,188
Kaine Padly,Uk,Manuka Honey Choco,2024-01-14,8474.69,115
Gigi Bohling,Usa,After Nines,2024-01-14,1969.06,235
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,3114.84,65
Jehu Rudeforth,Australia,50% Dark Bites,2024-01-14,5461.43,456
Gigi Bohling,Usa,70% Dark Bites,2024-01-14,8561.59,204
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426
Marney O'Breen,New Zealand,Milk Bars,2024-01-14,8408.12,318
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,9655.3,97
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160
Karlen Mccaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241
Andria Kimpton,India,After Nines,2024-01-17,1009.28,69
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,3400.47,92
Dennison Crosswaite,Uk,Baker'S Choco Chips,2024-01-17,2516.34,293
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327
Karlen Mccaffrey,India,White Choc,2024-01-17,8265.32,251
Camilla Castle,Australia,99% Dark & Pure,2024-01-18,5346.62,109
Curtice Advani,India,85% Dark Bars,2024-01-18,308.24,402
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132
Brien Boise,New Zealand,Smooth Sliky Salty,2024-01-18,1108.18,27
Dennison Crosswaite,Usa,Raspberry Choco,2024-01-18,7049.32,273
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,11618.55,133
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31
Wilone O'Kielt,Usa,Smooth Sliky Salty,2024-01-18,542.39,86
Rafaelita Blaksland,Usa,Fruit & Nut Bars,2024-01-18,2756.63,66
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,9471.72,248
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20
Husein Augar,Canada,After Nines,2024-01-19,11462.19,288
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266
Kelci Walkden,Uk,Smooth Sliky Salty,2024-01-19,6883.75,182
Karlen Mccaffrey,Canada,Smooth Sliky Salty,2024-01-19,3368.63,180
Kaine Padly,New Zealand,Eclairs,2024-01-20,14346.28,48
Kaine Padly,Uk,After Nines,2024-01-21,21812.86,183
Gigi Bohling,Usa,Spicy Special Slims,2024-01-21,12156.54,54
Gigi Bohling,New Zealand,After Nines,2024-01-21,6464.8,189
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324
Madelene Upcott,Canada,70% Dark Bites,2024-01-24,12634.72,145
Kelci Walkden,Uk,Eclairs,2024-01-25,5054.56,60
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,11533.35,491
Oby Sorrel,Uk,99% Dark & Pure,2024-01-25,15900.6,188
Gunar Cockshoot,Australia,Almond Choco,2024-01-25,4498.05,464
Wilone O'Kielt,Australia,Baker'S Choco Chips,2024-01-25,3124.74,155
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,4487.01,184
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142
Karlen Mccaffrey,Uk,Eclairs,2024-01-25,8360.11,203
Gigi Bohling,Australia,Smooth Sliky Salty,2024-01-25,6359.09,121
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,12744.67,26
Dotty Strutley,Australia,Eclairs,2024-01-26,7897.59,3
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,7271.76,385
Oby Sorrel,Australia,Manuka Honey Choco,2024-01-26,4626.87,78
Karlen Mccaffrey,Australia,99% Dark & Pure,2024-01-26,12285.41,175
Karlen Mccaffrey,India,Fruit & Nut Bars,2024-01-26,181.31,330
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260
Marney O'Breen,Usa,Baker'S Choco Chips,2024-01-26,9831.97,9
Madelene Upcott,India,Organic Choco Syrup,2024-01-26,5401.01,41
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,1082.69,106
Madelene Upcott,Uk,99% Dark & Pure,2024-01-26,11496.42,49
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,16520.75,84
Husein Augar,New Zealand,Caramel Stuffed Bars,2024-01-27,595.16,461
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,26170.95,224
Brien Boise,Uk,Drinking Coco,2024-01-27,6498.96,143
Karlen Mccaffrey,Usa,Milk Bars,2024-01-27,5231.54,8
Curtice Advani,New Zealand,50% Dark Bites,2024-01-27,11226.14,84
Kelci Walkden,Usa,Almond Choco,2024-01-27,5930.01,252
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,9744.5,225
Marney O'Breen,Usa,Orange Choco,2024-01-27,9001.89,193
Kaine Padly,Uk,Drinking Coco,2024-01-27,2513.58,226
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55
Barr Faughny,Uk,50% Dark Bites,2024-01-28,639.95,71
Brien Boise,Canada,Mint Chip Choco,2024-01-28,5475.65,194
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,6030.31,351
Barr Faughny,India,Drinking Coco,2024-01-28,2411.52,144
Barr Faughny,Usa,Fruit & Nut Bars,2024-01-28,9617.64,44
Brien Boise,Usa,Orange Choco,2024-01-28,7185.5,152
Roddy Speechley,Uk,Raspberry Choco,2024-01-28,14297.82,211
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35
Mallorie Waber,Usa,Almond Choco,2024-01-28,7400.07,383
Dennison Crosswaite,Canada,Organic Choco Syrup,2024-01-28,9251.37,79
Gigi Bohling,Canada,Baker'S Choco Chips,2024-01-28,1804.9,47
Van Tuxwell,Uk,99% Dark & Pure,2024-01-31,5283.91,136
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,1386.1,104
Andria Kimpton,India,50% Dark Bites,2024-01-31,15789.48,16
Dennison Crosswaite,Australia,99% Dark & Pure,2024-01-31,3020.67,19
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284
Karlen Mccaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,6290.89,232
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274
Gigi Bohling,Canada,Almond Choco,2024-02-01,11705.99,47
Karlen Mccaffrey,Usa,Manuka Honey Choco,2024-02-01,11815.59,68
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-02-01,4005.08,150
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23
Oby Sorrel,New Zealand,85% Dark Bars,2024-02-01,4040.65,423
Kelci Walkden,India,Smooth Sliky Salty,2024-02-01,2797.19,9
Curtice Advani,Uk,White Choc,2024-02-01,1634.54,70
Jehu Rudeforth,Uk,Drinking Coco,2024-02-03,7865.93,436
Barr Faughny,Canada,Baker'S Choco Chips,2024-02-03,12279.35,162
Kelci Walkden,Usa,Orange Choco,2024-02-03,1539.14,143
Barr Faughny,Usa,Almond Choco,2024-02-03,434.42,83
Karlen Mccaffrey,New Zealand,Fruit & Nut Bars,2024-02-07,1435.27,138
Curtice Advani,Usa,Drinking Coco,2024-02-07,6170.75,149
Oby Sorrel,Usa,Spicy Special Slims,2024-02-07,6660.69,418
Oby Sorrel,India,Smooth Sliky Salty,2024-02-07,10901.65,116
Dennison Crosswaite,Uk,Peanut Butter Cubes,2024-02-07,9771.87,158
Rafaelita Blaksland,New Zealand,Eclairs,2024-02-07,20690.2,51
Curtice Advani,Uk,Manuka Honey Choco,2024-02-07,1969.62,114
Dennison Crosswaite,Australia,70% Dark Bites,2024-02-07,6166.8,114
Karlen Mccaffrey,Uk,Baker'S Choco Chips,2024-02-07,5315.95,389
Husein Augar,Australia,Organic Choco Syrup,2024-02-08,1018.8,157
Kaine Padly,Australia,70% Dark Bites,2024-02-08,7852.03,240
Marney O'Breen,Canada,Milk Bars,2024-02-08,2672.67,317
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,1800.27,191
Roddy Speechley,Canada,Orange Choco,2024-02-09,9460.5,84
Beverie Moffet,Uk,50% Dark Bites,2024-02-09,2922.18,289
Husein Augar,India,Eclairs,2024-02-09,5596.93,62
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,6291.74,88
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42
Gigi Bohling,Canada,Milk Bars,2024-02-10,3523.33,114
Roddy Speechley,Usa,50% Dark Bites,2024-02-11,11667.94,306
Roddy Speechley,India,Peanut Butter Cubes,2024-02-11,10759.18,20
Mallorie Waber,Australia,Smooth Sliky Salty,2024-02-11,4786.05,107
Camilla Castle,Usa,Spicy Special Slims,2024-02-11,1413.64,261
Madelene Upcott,India,Choco Coated Almonds,2024-02-11,3764.59,158
Ches Bonnell,Usa,White Choc,2024-02-11,6321.35,325
Jan Morforth,New Zealand,Orange Choco,2024-02-11,1382.49,86
Andria Kimpton,Uk,Milk Bars,2024-02-11,17101.67,307
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,3873.98,19
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,10219.39,139
Marney O'Breen,New Zealand,70% Dark Bites,2024-02-14,9036.58,377
Jehu Rudeforth,Australia,After Nines,2024-02-14,5512.57,46
Curtice Advani,Australia,Milk Bars,2024-02-14,7467.12,18
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29
Oby Sorrel,India,Choco Coated Almonds,2024-02-14,53.31,371
Van Tuxwell,Usa,Caramel Stuffed Bars,2024-02-14,1115.84,22
Beverie Moffet,Canada,Fruit & Nut Bars,2024-02-14,12191.42,177
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,4864.83,42
Oby Sorrel,Australia,Almond Choco,2024-02-15,6827.53,241
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,10696.21,201
Karlen Mccaffrey,Usa,Mint Chip Choco,2024-02-15,17866.48,58
Ches Bonnell,India,99% Dark & Pure,2024-02-16,536.74,102
Andria Kimpton,Canada,Peanut Butter Cubes,2024-02-16,1348.05,332
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,2257.14,231
Dotty Strutley,India,Peanut Butter Cubes,2024-02-16,10461.82,78
Ches Bonnell,India,Orange Choco,2024-02-16,1412.6,278
Gunar Cockshoot,Uk,Spicy Special Slims,2024-02-16,13444.87,197
Beverie Moffet,Canada,85% Dark Bars,2024-02-16,6829.86,46
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,10009.51,144
Rafaelita Blaksland,Uk,50% Dark Bites,2024-02-16,11491.21,71
Kelci Walkden,Usa,Manuka Honey Choco,2024-02-16,19995.68,94
Beverie Moffet,Canada,Milk Bars,2024-02-16,10137.79,250
Kaine Padly,Usa,Peanut Butter Cubes,2024-02-16,7568.16,206
Madelene Upcott,Uk,70% Dark Bites,2024-02-16,5931.82,243
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,1157.88,114
Camilla Castle,Canada,Orange Choco,2024-02-17,9056.1,58
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,8081.58,105
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,17102.97,267
Gunar Cockshoot,Usa,Spicy Special Slims,2024-02-17,1440.85,152
Kelci Walkden,Usa,Fruit & Nut Bars,2024-02-17,5301.93,155
Brien Boise,Canada,85% Dark Bars,2024-02-17,12163.59,264
Beverie Moffet,Uk,Spicy Special Slims,2024-02-17,9327.08,259
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25
Husein Augar,Usa,99% Dark & Pure,2024-02-21,10020.18,113
Roddy Speechley,Usa,Drinking Coco,2024-02-21,3389.0,160
Ches Bonnell,Australia,Mint Chip Choco,2024-02-21,10576.55,96
Jehu Rudeforth,Canada,Milk Bars,2024-02-21,7927.57,12
Dotty Strutley,Usa,Mint Chip Choco,2024-02-21,5552.79,272
Mallorie Waber,Uk,50% Dark Bites,2024-02-21,6654.14,102
Rafaelita Blaksland,Australia,Drinking Coco,2024-02-21,13699.76,389
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159
Kaine Padly,Uk,50% Dark Bites,2024-02-21,3402.47,69
Kaine Padly,Australia,Almond Choco,2024-02-22,4674.2,422
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,19258.41,99
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24
